order_id,order_year,order_month,actual_delivery_date,estimated_delivery_date,date_diff,avg_month_diff
f001655c8c646cd1b5185bbc2e7534f3,2016,10,10/24/16 16:25,11/28/16 0:00,35,36
f9b03f7a6e5788ffb6cb6b4cd0d01892,2016,10,11/16/16 14:13,12/2/16 0:00,16,36
b9581bf1b646f4fc021b131e1ca4d034,2017,1,2/8/17 9:26,2/22/17 0:00,14,27
3c54678edd9d58abadd6af16d0bce506,2017,1,2/4/17 8:03,3/1/17 0:00,25,27
668ee4108169a1d58c55b20ddc3fa3c9,2017,1,2/15/17 18:07,3/10/17 0:00,23,27
e660da13091dbe48784500c1c3e2fb75,2017,1,2/13/17 15:54,3/7/17 0:00,22,27
340be9cc41d50a5233f4849d93d8d2f1,2017,1,2/2/17 10:24,2/20/17 0:00,18,27
a2db088616f079ceb7a0e856f8a741ca,2017,1,2/6/17 10:53,3/2/17 0:00,24,27
43a5d40681ed4ffe2ed88d6fb2639545,2017,1,2/3/17 10:11,2/21/17 0:00,18,27
0afbc110b84719faaef4887a5cff5a2c,2017,1,2/15/17 13:55,3/7/17 0:00,20,27
350f47d61d589f6218bff053db95fe62,2017,1,2/9/17 16:14,3/3/17 0:00,22,27
475f773f6c0d909e49b758adb2401e3a,2017,1,2/20/17 14:09,3/10/17 0:00,18,27
719b940ab2f1e351ffb14a0a02ffe3c4,2017,1,2/21/17 14:51,3/3/17 0:00,10,27
1e6377b497624e8fa908ee4a87e3687d,2017,1,2/13/17 7:13,3/9/17 0:00,24,27
78a1a87882880114ee891ccdcbd1ccde,2017,1,2/3/17 10:11,2/24/17 0:00,21,27
c5e86e382215a14b35e8a51f1110f39d,2017,1,2/3/17 12:09,2/28/17 0:00,25,27
444ba35537c4a2b24c3bf2e576ee98ac,2017,1,2/7/17 9:54,3/1/17 0:00,22,27
fbee80ef6891c144af8ff9dc788aaa89,2017,1,4/26/17 9:35,3/6/17 0:00,-51,27
897702f9f3fe72f18863ffc09e7ddef3,2017,1,1/30/17 14:23,2/16/17 0:00,17,27
944f618b790d6d01c2c78750fc0f700a,2017,1,2/2/17 15:47,2/27/17 0:00,25,27
67e2b3a30d665abe59b95f2d60676138,2017,1,2/10/17 19:21,3/1/17 0:00,19,27
f38755557b9876c68991673e64852af8,2017,1,1/25/17 15:07,2/17/17 0:00,23,27
616f1f539d7add607844e0199fed7ea6,2017,1,1/31/17 11:12,2/17/17 0:00,17,27
89898719573722b59b173f76fb213501,2017,1,3/6/17 13:15,2/15/17 0:00,-19,27
06dec2690e0cd75d327646a81fdba74d,2017,1,2/15/17 15:25,3/13/17 0:00,26,27
58a4317c14bcba43d0cf161f17e9db2b,2017,1,2/8/17 16:23,3/3/17 0:00,23,27
edbcacae5cb8f20f789d86dc0cf80ade,2017,1,2/8/17 15:05,2/27/17 0:00,19,27
a15df161654da3f47c2984ffd7764920,2017,1,2/10/17 12:27,3/8/17 0:00,26,27
3498a243e9fe88c9c4ce97bf7fa4617c,2017,1,2/1/17 12:24,2/22/17 0:00,21,27
0a1ad2c293c3baacc6b2c2d442c71acd,2017,1,2/6/17 16:56,2/16/17 0:00,10,27
efc734aa0895a5973f3e783a742f1119,2017,1,2/13/17 8:25,3/8/17 0:00,23,27
beeff7037aa708c19973290382629a4c,2017,1,3/11/17 8:57,2/20/17 0:00,-19,27
a01cc79e3afbac4a52ce1d528080e438,2017,1,1/18/17 11:56,2/7/17 0:00,20,27
c13f61a17915a48e0741b02a6b7a3fe8,2017,1,2/2/17 12:22,2/21/17 0:00,19,27
72c1d87887d0b9a3965557013e74f543,2017,1,2/7/17 13:12,3/3/17 0:00,24,27
aa830d74d3e7d4a392cb7eac51a9c719,2017,1,1/25/17 9:47,2/15/17 0:00,21,27
cee2ddf4087d91aaf4874fc1436f9901,2017,1,2/3/17 13:25,2/22/17 0:00,19,27
b5c037cf61074d84c0a994fa0d024064,2017,1,1/24/17 13:09,2/13/17 0:00,20,27
fc28aed78cb8bcd22a7dbd82cb778946,2017,1,1/21/17 6:57,2/9/17 0:00,19,27
7c28cd51bc7b7b5b8e81ae0bb7f17340,2017,1,1/27/17 10:14,2/20/17 0:00,24,27
c13e334a4d2b0b11e6422e69d009de0c,2017,1,2/17/17 16:32,3/6/17 0:00,17,27
8c482c28bfcadc891bc37e13dc7ace34,2017,1,2/10/17 5:28,2/15/17 0:00,5,27
721c90253d3c1f625f71e2faf53a6b57,2017,1,2/3/17 15:09,2/20/17 0:00,17,27
db4d2ecc1c1a157d6250c84dd86eb838,2017,1,1/27/17 10:24,2/20/17 0:00,24,27
cedfe51bd6a794860c83382885f2328c,2017,1,2/9/17 9:38,2/20/17 0:00,11,27
3c116d50bb76160ee1d7a2e8f5791427,2017,1,2/24/17 16:45,2/22/17 0:00,-2,27
d3a3e3dd365abc6013aa6321b0c12c79,2017,1,2/8/17 13:53,3/6/17 0:00,26,27
753aaaa715f963740a358c291bc79727,2017,1,1/17/17 10:28,2/9/17 0:00,23,27
dbd4885aa71d304f95eb40c67bfbec35,2017,1,2/7/17 17:29,3/2/17 0:00,23,27
a50d16f8c24acdc0c3d2fe0af2cd5c87,2017,1,2/17/17 14:53,3/6/17 0:00,17,27
08432abcf785878edf1221a0611960ea,2017,1,2/8/17 14:38,2/24/17 0:00,16,27
df1b378ac0b21d71ef1e642971d31530,2017,1,3/14/17 15:44,2/24/17 0:00,-18,27
77e102ecf08e057581ef2ce55c80c6c0,2017,1,1/26/17 11:12,2/15/17 0:00,20,27
97df4160390cf20ee63b032b5a93d0e2,2017,1,2/1/17 15:26,2/24/17 0:00,23,27
f6089c47bab18faae3d90c64cfb08481,2017,1,2/9/17 15:51,3/3/17 0:00,22,27
95fd5e469d8ce5093adeace50b5a4389,2017,1,1/24/17 13:44,2/14/17 0:00,21,27
34bf4feda1e203af64692d97c6950c39,2017,1,1/16/17 16:13,2/1/17 0:00,16,27
4079df924e51e553825e62f9f8995d59,2017,1,1/30/17 10:38,2/21/17 0:00,22,27
8d9a9808c4a5546adb15d524d6ab2e91,2017,1,2/21/17 10:48,2/24/17 0:00,3,27
142c8688b5b13e21ac5a448a1688b9d7,2017,1,2/23/17 7:34,2/27/17 0:00,4,27
9e0ca19fb3cd696e318f58f0613ee8b1,2017,1,2/7/17 16:38,3/3/17 0:00,24,27
5525c00bfd980bae1cac46f7dcf88224,2017,1,3/14/17 11:13,3/9/17 0:00,-5,27
6dfdc1eefc7a125d1bb81feb04a6c2e6,2017,1,2/17/17 15:25,3/8/17 0:00,19,27
e2b56835030c81195a5f1d65a17a2c1f,2017,1,3/3/17 13:05,3/22/17 0:00,19,27
6f748695717d537b882406da58acefec,2017,1,2/14/17 15:07,3/2/17 0:00,16,27
4fa07e91d7b4f8b191e3a6ab40f14f54,2017,1,3/13/17 11:53,3/1/17 0:00,-12,27
ceb2344189044ab3b6fa590520a71881,2017,1,2/13/17 9:48,2/20/17 0:00,7,27
63f4ff5d2266b242ba0ce7c3ad390029,2017,1,1/28/17 10:04,2/16/17 0:00,19,27
e7bbb39c507d08caa0aee263d3d6ca55,2017,1,1/26/17 14:24,2/20/17 0:00,25,27
ff42eee9423ebc7d468a3709e1cbefb7,2017,1,1/26/17 16:01,2/10/17 0:00,15,27
6b686186d43eaa21c407ecf34ebb9ee6,2017,1,2/3/17 13:34,2/22/17 0:00,19,27
f04479bb4e07ce7b8ac1d2287b528541,2017,1,3/14/17 10:42,3/9/17 0:00,-5,27
2457f30493cdc677ad02b57dd6d17285,2017,1,1/30/17 19:12,2/20/17 0:00,21,27
5dccad03ac8016afdcdb7cc0227ec9d7,2017,1,1/30/17 12:58,2/22/17 0:00,23,27
1df257323bb550a9b9bb150345c42e45,2017,1,2/16/17 16:44,3/10/17 0:00,22,27
cce1b8a1c5f8b1d224e19628299c8f54,2017,1,1/17/17 16:51,2/1/17 0:00,15,27
3aa9ae345c5bf7396e8b237717c470cf,2017,1,2/1/17 16:48,2/23/17 0:00,22,27
138630e7e14855ce216a9db0cdabbe06,2017,1,2/2/17 9:47,2/22/17 0:00,20,27
4bdbe1f2d1b360c34d90175e10ec090b,2017,1,3/30/17 13:22,3/15/17 0:00,-15,27
146bfe4003096bc16316672e59c6fb2e,2017,1,2/1/17 11:09,2/20/17 0:00,19,27
81e5043198a44ddeb226002ff55d8ad4,2017,1,2/24/17 9:42,2/24/17 0:00,0,27
9e1b7a7d17aa42da16ee605b5fee2e0a,2017,1,2/3/17 15:53,2/22/17 0:00,19,27
6f334a2e1303fe798ae16f4c33269e82,2017,1,2/12/17 12:21,3/8/17 0:00,24,27
8220769da5e88eb4288d26cc8f694b41,2017,1,2/14/17 12:05,3/9/17 0:00,23,27
70d0dedf8c23e2cedca5915427acd101,2017,1,1/28/17 11:57,2/15/17 0:00,18,27
fbd82b1fe98967de0db29b6cf134d00a,2017,1,3/7/17 8:55,2/14/17 0:00,-21,27
64cad05fe3f34277719621c70f416ad2,2017,1,2/13/17 19:37,3/6/17 0:00,21,27
f47f217e6978ad1f6991ec7d9444b0eb,2017,1,2/8/17 7:21,2/27/17 0:00,19,27
3937ff0dcfc2d3e0ccf73d9b6521611a,2017,1,2/21/17 5:16,3/15/17 0:00,22,27
9ef13efd6949e4573a18964dd1bbe7f5,2017,1,2/14/17 10:48,3/7/17 0:00,21,27
acc3d4031cbd2f28ac6b5b71427a054c,2017,1,3/2/17 10:57,2/7/17 0:00,-23,27
717d28ee12c7c0ef8b384ff1b62b33c7,2017,1,2/6/17 9:28,3/2/17 0:00,24,27
73e934755292def8b6519b03f2230723,2017,1,2/7/17 11:59,2/22/17 0:00,15,27
46e61fd85afa09032021c9b0b507b693,2017,1,2/6/17 12:52,3/2/17 0:00,24,27
23ad1ae9db6999293449603e1a247803,2017,1,2/3/17 17:23,2/22/17 0:00,19,27
6c7481b5566c6a3821a91a05b0f9f7c8,2017,1,2/8/17 14:18,3/3/17 0:00,23,27
26ba0c1bad97bbfdcc4419e3ca40d9a8,2017,1,2/7/17 8:33,2/27/17 0:00,20,27
c6522dab7d6b83ada4140b653c4db0b5,2017,1,2/16/17 12:35,3/7/17 0:00,19,27
bda31774eda0320ee68c33da94027e4d,2017,1,2/3/17 8:37,2/28/17 0:00,25,27
3568894fa3afedc367d3a4816983dceb,2017,1,2/9/17 6:28,3/1/17 0:00,20,27
481f2db41ea6571226192db2b584fa6e,2017,1,2/13/17 13:34,2/22/17 0:00,9,27
9c54a1816e487456bb7eb5082b9823ff,2017,1,2/8/17 8:43,3/2/17 0:00,22,27
d9a08faa201940dd3302f06944b5c739,2017,1,1/31/17 12:22,2/15/17 0:00,15,27
b95b454428554b28f33786b07e41edc4,2017,1,2/13/17 11:53,3/2/17 0:00,17,27
43f8e020752c67130ddf027e0297291a,2017,1,3/10/17 5:41,2/22/17 0:00,-16,27
a2c7b8f8a4fe1bc4a8f4e30a5311861d,2017,1,2/7/17 17:22,3/2/17 0:00,23,27
a87f63f16c37c383775f476c6f22b635,2017,1,1/30/17 11:21,2/20/17 0:00,21,27
ce86fa5a5108884726a2244bcae51ae6,2017,1,1/16/17 16:05,2/1/17 0:00,16,27
1bf6db71e147c950fe9925e0be89ec4b,2017,1,2/8/17 13:08,3/2/17 0:00,22,27
d4421539677ce8da70f3abf867adf15c,2017,1,1/28/17 8:23,2/20/17 0:00,23,27
ae25aaffc9b89e8519bb9b5aa59cc8ef,2017,1,2/8/17 15:15,3/3/17 0:00,23,27
1d5182e38de4f122947727324f2870be,2017,1,2/22/17 13:08,2/24/17 0:00,2,27
bb2dfe6031f35f7abc9a3c7dad5e4467,2017,1,1/30/17 12:37,2/16/17 0:00,17,27
f3c95cc4d7074e5b709ac1a9c10dea1c,2017,1,1/30/17 15:06,2/16/17 0:00,17,27
dd480c63548e3c0b7219520e3784ebd2,2017,1,2/8/17 14:47,2/22/17 0:00,14,27
678b28f078641e74d50be86b4ecaec7e,2017,1,1/31/17 18:43,2/24/17 0:00,24,27
7004296aa0256632eaddc171edaf727f,2017,1,1/16/17 16:05,2/1/17 0:00,16,27
e38f9946fb20db4a597eed7547c59afc,2017,1,1/30/17 10:44,2/20/17 0:00,21,27
179b8db66f5362945c237b68bc358a77,2017,1,2/13/17 17:19,3/9/17 0:00,24,27
3c6f2c25e0bc1279d17395ec365ea14c,2017,1,2/2/17 16:57,2/21/17 0:00,19,27
adf684f287283640cb375a2e8ada8c82,2017,1,2/16/17 11:49,3/9/17 0:00,21,27
17f70d10c2acd50864b5dae4885894b5,2017,1,2/14/17 11:14,2/22/17 0:00,8,27
77c34615b2963e4bf4b48d59da0eb5e1,2017,1,1/31/17 10:41,2/16/17 0:00,16,27
a10231eb95955f12c2bbc1e34e25c950,2017,1,2/14/17 18:09,3/7/17 0:00,21,27
4ceb9336411700f9568db2ef11bda594,2017,1,1/26/17 13:57,2/17/17 0:00,22,27
9021fdebb45ac827a6033d6969d5c2e3,2017,1,1/13/17 12:27,2/7/17 0:00,25,27
7249fd69ae42373a6a357567e41ecc57,2017,1,2/8/17 9:52,2/24/17 0:00,16,27
fb975e889b11a08705d3b2734b626916,2017,1,2/20/17 12:07,2/27/17 0:00,7,27
9b91ddcbd6cbceb83d4fd2462ca1f95e,2017,1,1/16/17 16:32,2/1/17 0:00,16,27
319ccdc182a8c5d60b228310a6432460,2017,1,2/1/17 12:32,2/20/17 0:00,19,27
6e68d4f670783e41ced4e82d14debce9,2017,1,2/10/17 14:53,3/3/17 0:00,21,27
abbbf52551bc34cd52a7851c06dfca90,2017,1,4/5/17 14:14,3/14/17 0:00,-22,27
5582d9b46edf97ccc2f3b993c39ace3e,2017,1,1/31/17 8:03,2/22/17 0:00,22,27
38e2829123a2bd1cbe111564824d0abb,2017,1,2/9/17 12:15,2/22/17 0:00,13,27
e08f76fed43c999d57979d1879871ce1,2017,1,2/8/17 16:54,2/28/17 0:00,20,27
cfd5e54c14f22b62683cea7ed91caa24,2017,1,3/15/17 13:11,3/9/17 0:00,-6,27
bbf0608a4772666602f2fe57fe81742e,2017,1,2/7/17 13:36,2/24/17 0:00,17,27
d81dff089ae648dacea746f77643f86e,2017,1,2/1/17 0:47,2/17/17 0:00,16,27
3005c05dbcb19ff903a28b5d654bb1cf,2017,1,2/2/17 14:29,2/20/17 0:00,18,27
0cb316841c24af560f6af0e3fb36137a,2017,1,2/9/17 16:14,3/2/17 0:00,21,27
8cb07e7e810ad9e5f33062cb4735d488,2017,1,2/8/17 9:53,3/3/17 0:00,23,27
3b64ff25a4610fb5599e4fd09f907501,2017,1,1/30/17 14:36,2/20/17 0:00,21,27
ebb5a074406776ad07439bc2049c1fe4,2017,1,2/6/17 19:47,2/27/17 0:00,21,27
2c4ada2e75c2ad41dd93cebb5df5f023,2017,1,2/14/17 16:24,3/7/17 0:00,21,27
0f3827e8b786c3d934c0863c1690603d,2017,1,2/2/17 16:12,2/22/17 0:00,20,27
e9df4254faf2fe70bfbff4c0abe4fb7c,2017,1,2/7/17 11:28,2/20/17 0:00,13,27
6248b0a9b547366913fb67922a7a2b77,2017,1,2/3/17 10:50,2/28/17 0:00,25,27
279976cba5252901895ff5af44890cca,2017,1,2/17/17 11:47,3/10/17 0:00,21,27
b23dfa1c97d08f8d2017e85dbdc5b1aa,2017,1,2/16/17 17:11,3/10/17 0:00,22,27
c3f2036b1de806c740a50b53bc3255dd,2017,1,2/17/17 8:21,2/28/17 0:00,11,27
0b6d11d4a289a1574e8888f2558dd548,2017,1,2/10/17 5:34,2/28/17 0:00,18,27
a503ed3639b58426f15f719d61bfe408,2017,1,2/15/17 18:45,3/3/17 0:00,16,27
29d99fdabd0cb6b4e9d82f2f38c04a5a,2017,1,1/30/17 10:57,2/22/17 0:00,23,27
55090b3dd39aed5a2019b57cce6b174d,2017,1,3/13/17 13:22,3/17/17 0:00,4,27
543929b980aa17fb9d324f934440d131,2017,1,2/15/17 4:27,3/10/17 0:00,23,27
314c025c229f30a1b32658c7555269b8,2017,1,2/16/17 8:35,3/6/17 0:00,18,27
cd6f777c4734b77c8f01725d6a3500c0,2017,1,1/27/17 13:32,2/13/17 0:00,17,27
586992f50ed97898737b07970376d19c,2017,1,2/3/17 9:47,2/20/17 0:00,17,27
c870ef6a8e1d8eec841d79b42a6a20e4,2017,1,1/30/17 19:47,2/17/17 0:00,18,27
e4774d4c3b28de27487f1caa9de5a6f5,2017,1,2/10/17 16:34,3/2/17 0:00,20,27
65e96eb0ec0c05756d035e9eb8fce071,2017,1,2/7/17 9:50,3/1/17 0:00,22,27
3eceaafe1639eb6b25f3cd604891c218,2017,1,2/6/17 10:55,3/3/17 0:00,25,27
d809ddde66fee6223df16b11231491f9,2017,1,1/25/17 10:14,2/17/17 0:00,23,27
a4e62639ac0ca7429854efc494c1915f,2017,1,2/14/17 11:11,3/8/17 0:00,22,27
5f6b520cff06f23c77386b75976256e9,2017,1,2/7/17 17:27,2/27/17 0:00,20,27
3a6cac3e6717e6a7ee4cb28aaa149a91,2017,1,1/27/17 17:14,2/20/17 0:00,24,27
05cd156f0f47579a36d7a52724fc31b8,2017,1,1/31/17 12:41,2/24/17 0:00,24,27
7d86c4aa9e59504b23f16c7ca68954a7,2017,1,4/6/17 12:46,3/10/17 0:00,-27,27
eb17935134e6fdd210b40a3d4f8235b2,2017,1,2/4/17 8:27,2/22/17 0:00,18,27
10bce195e3966122a3dd0e2aa676f761,2017,1,1/27/17 10:42,2/21/17 0:00,25,27
6789a1de9a37be580653e51fc6458776,2017,1,2/17/17 13:28,3/2/17 0:00,13,27
7a094f321857b6925fee399192bb5ebd,2017,1,2/9/17 18:43,2/20/17 0:00,11,27
fcafab7fc942d51e9f45bfeeb5bb684d,2017,1,3/4/17 7:23,3/2/17 0:00,-2,27
df6e0cd0f23b4735b02cb6d9279bb310,2017,1,1/24/17 19:16,2/14/17 0:00,21,27
c45c354aed442407610326035c6c44d6,2017,1,2/13/17 8:08,3/9/17 0:00,24,27
9d34d5659dfa39b38d29bfcf0c85ead9,2017,1,2/8/17 16:47,3/2/17 0:00,22,27
96867881a8d245ffae18dd2f1c4898d2,2017,1,2/8/17 12:12,3/2/17 0:00,22,27
b8a4cbf978ddb7ef0264c480a122329f,2017,1,1/31/17 11:57,2/21/17 0:00,21,27
74b9c5a1b6f7632750a25db4de597512,2017,1,1/31/17 10:58,2/17/17 0:00,17,27
143f8e1be12f4d99301cec6f0d7a3834,2017,1,2/1/17 11:59,2/17/17 0:00,16,27
284039cca9a61886953286f5dae55fdf,2017,1,2/8/17 9:03,3/6/17 0:00,26,27
b782d486ebb05fdf0ba6ec05652f704f,2017,1,2/6/17 14:23,3/2/17 0:00,24,27
625b3ac41fea45dbd5aaa02d0941ee59,2017,1,2/13/17 15:24,3/6/17 0:00,21,27
2b98d5c9b1969095e65f74308ae2e861,2017,1,2/6/17 11:04,2/20/17 0:00,14,27
a9ad904bde6787e355771489eef73012,2017,1,2/7/17 8:47,2/20/17 0:00,13,27
9edaabce3c4beef5432b6327ade4109b,2017,1,2/14/17 8:41,2/28/17 0:00,14,27
3a3c98aede7994faf4c5a37cf27877d4,2017,1,2/13/17 14:55,2/27/17 0:00,14,27
5d6e9993ecc20a59e637ce711858d081,2017,1,3/23/17 8:21,2/27/17 0:00,-24,27
df410b19c3e348fb548ae68badd49827,2017,1,1/24/17 15:11,2/14/17 0:00,21,27
59db0cf65fd439e6e76ec105e3aa421c,2017,1,2/20/17 15:36,3/16/17 0:00,24,27
e04d9eacedc0dca9d83c14fcb0d7276c,2017,1,2/7/17 14:35,2/27/17 0:00,20,27
e5ecfcbdbc07f8edf7ec0df1504a74a6,2017,1,2/6/17 13:43,2/17/17 0:00,11,27
9b42f8813f6bfa620e0c91a4e132f2c0,2017,1,2/3/17 8:12,2/20/17 0:00,17,27
c5b1a5d21958f98a0c66114d622bc0ed,2017,1,2/2/17 17:07,2/22/17 0:00,20,27
4f821ef636d5a5eb870c9ae7b7d7654f,2017,1,2/13/17 7:07,3/7/17 0:00,22,27
500e2838d85214e92e2c15b2fd5303b7,2017,1,2/8/17 8:04,3/3/17 0:00,23,27
b7ae7c643ef9274727f48dcb0ba08593,2017,1,2/8/17 8:38,3/6/17 0:00,26,27
dc17c17282032d56b1ca7dfbb291cf07,2017,1,3/2/17 16:59,2/27/17 0:00,-3,27
a1597cc7eca8c8d095e5de327444d9d0,2017,1,2/13/17 18:28,3/10/17 0:00,25,27
72c6b41818d5e645f455986b59b7a964,2017,1,2/20/17 13:34,2/23/17 0:00,3,27
eb9cf2c383ca81f5d9750cc9e75fef41,2017,1,1/31/17 13:42,2/22/17 0:00,22,27
82bfafb84a5843f06b8c3983edb1883b,2017,1,2/10/17 8:53,3/8/17 0:00,26,27
3a1756d7060a993e85f1614b43da0c03,2017,1,2/2/17 10:43,2/20/17 0:00,18,27
cd63595a31d3717ff7ea9a0b041104a9,2017,1,4/26/17 15:36,3/2/17 0:00,-55,27
f30663edef2c5ccbd8ac1901275ecf64,2017,1,1/30/17 10:33,2/17/17 0:00,18,27
2f371d97b4ea52be4c04ef49bb4f31ff,2017,1,1/30/17 12:13,2/20/17 0:00,21,27
2195712688ef03e20c8053de61c82493,2017,1,2/1/17 16:37,2/23/17 0:00,22,27
b4a600b2f7cc0efe40a086465eca8799,2017,1,2/8/17 9:23,2/22/17 0:00,14,27
